Step,AgentID,Theta,ChosenEp,ChosenEs,Payoff,RunId,iteration,nu,theta_L,theta_H,delta_W,safety_bonus,performance_bonus,developer_class,developer_params,contract_type,pre_calculated_menu,DisasterOccurred,SocialWelfare,initial_guess
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,13,13,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,14,14,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,15,15,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,16,16,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,17,17,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,18,18,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,19,19,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,20,20,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,21,21,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,22,22,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,23,23,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,24,24,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,25,25,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,26,26,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,27,27,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,28,28,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,0.0,29,29,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,True,-100.0,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,30,30,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,31,31,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,0.0,32,32,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,True,-100.0,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,33,33,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,34,34,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,35,35,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,36,36,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,37,37,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,38,38,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,39,39,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,0.0,40,40,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,True,-100.0,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,41,41,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,42,42,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,43,43,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,44,44,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.66037654357184,45,45,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.66037654357184,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,46,46,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,47,47,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.66037654357184,48,48,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.66037654357184,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,49,49,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,50,50,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,51,51,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,52,52,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,53,53,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,54,54,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,55,55,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.66037654357184,56,56,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.66037654357184,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,57,57,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,58,58,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,59,59,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,60,60,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,61,61,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,62,62,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,63,63,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,0.0,64,64,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,True,-100.0,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,65,65,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.67761233281863,66,66,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.67761233281863,
0,1,2.0,0.047820020027315994,2.1789310042321435,0.0,67,67,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,True,-100.0,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,68,68,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,69,69,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,70,70,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,71,71,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,72,72,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,73,73,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,74,74,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,75,75,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.67761233281863,76,76,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.67761233281863,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,77,77,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,78,78,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,79,79,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,80,80,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,81,81,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,82,82,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,83,83,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,0.0,84,84,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,True,-100.0,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,85,85,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,86,86,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,87,87,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,88,88,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,89,89,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,90,90,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,0.0,91,91,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,True,-100.0,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,92,92,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,0.0,93,93,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,True,-100.0,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.67761233281863,94,94,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.67761233281863,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.67761233281863,95,95,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.67761233281863,
0,1,1.0,0.031153648851221096,1.7215026817984014,0.0,96,96,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,True,-100.0,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,97,97,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,98,98,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,99,99,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,0.0,100,100,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,True,-100.0,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,101,101,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,102,102,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,103,103,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,104,104,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,0.0,105,105,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,True,-100.0,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,106,106,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,107,107,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,108,108,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,109,109,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,110,110,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,111,111,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,112,112,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,113,113,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,114,114,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,1.0,0.031153648851221096,1.7215026817984014,0.0,115,115,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,True,-100.0,
0,1,2.0,0.047820020027315994,2.1789310042321435,0.0,116,116,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,True,-100.0,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,117,117,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,0.0,118,118,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,True,-100.0,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,119,119,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
0,1,1.0,0.031153648851221096,1.7215026817984014,9.628237235431385,120,120,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.628237235431385,
0,1,2.0,0.047820020027315994,2.1789310042321435,9.627449763966837,121,121,0.5,1.0,2.0,100.0,150.0,75.0,<class 'src.agents.rational.RationalDeveloperAgent'>,,pre_calculated_optimal,,False,-9.627449763966837,
